INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
50214001	5	2	14	1	Gem1_1_14	1	T± Mçu Løc (c¤p 2)	"Phï thúy cao c¤p, có th¬ khäm lên trang b¸ có tính phòng thü (Y phøc, Hµ Thü, Mû, Hµ Khiên, Hài, Yêu Ð¾i, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GBäo thÕch thiên c½"	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Thiên C½	8	2004	1
50221001	5	2	21	1	Gemjiankang_1	1	Hoàng Minh ThÕch (c¤p 2)	"Minh thÕch màu vàng, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch th¡ng lþi"	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Th¡ng Lþi	31	2004	1
50221002	5	2	21	2	Gemjiankang_13	1	Lam Minh ThÕch (c¤p 2)	"Minh thÕch xanh lam, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch th¡ng lþi"	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Th¡ng Lþi	32	2004	1
50221003	5	2	21	3	Gemjiankang_9	1	H°ng Minh ThÕch (c¤p 2)	"Minh thÕch màu ðö, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch th¡ng lþi"	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Th¡ng Lþi	33	2004	1
50221004	5	2	21	4	Gemjiankang_5	1	Løc Minh ThÕch (c¤p 2)	"Minh thÕch xanh lá, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#Gkhông th¬ giäm Kháng tính cüa møc tiêu ðªn ði¬m s¯ âm#r#GBäo ThÕch th¡ng lþi"	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Th¡ng Lþi	34	2004	1
50231001	5	2	31	1	Charm8_6	1	Bång Lam Lßu Vân (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên vai, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Khiên Bµ Ph¯i SÑc	22	2004	1
50231002	5	2	31	2	Charm7_10	1	TØ Vi Tinh Quang (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên vai, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Khiên Bµ Ph¯i SÑc	23	2004	1
50231003	5	2	31	3	Charm8_10	1	Thuý Ng÷c Tinh Tr¥n (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên vai, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Khiên Bµ Ph¯i SÑc	24	2004	1
50231004	5	2	31	4	Charm8_2	1	Tranh Änh Nhß Mµng (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên vai, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Khiên Bµ Ph¯i SÑc	25	2004	1
50231005	5	2	31	5	Charm7_14	1	Hoa LÕc H°ng Tr¥n (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên vai, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF33	Khiên Bµ Ph¯i SÑc	26	2004	1
50231006	5	2	31	6	TaskTools16_5	1	µûÓ°ÐÄ»ª¡¤¼ç(2¼¶)	#cffff00¡¾ÉÝ³ÞÆ·¡¿#r#WÓÃÓÚµã×ºÊ±×°¼ç°òµÄÅäÊÎ£¬ÈÃÄãµÄÊ±×°¸ü¼ÓµÄìÅÀö¡£#rÔÚ#GÂåÑô£¨345£¬270£©#RÒÁÌì²Ê#W´¦¿ÉÒÔµã×ºµ½ÒÑ¾­²Ã¼ôµÄÊ±×°ÉÏ¡£Ê¹ÓÃºó²»¿ÉÔÙµã×ºÍ¬ÀàÅäÊÎ¡£	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF55	¼ç²¿ÅäÊÎ	37	2004	1
50232001	5	2	32	1	Charm8_6	1	Bång Lam Lßu Vân-Yêu (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên m£t, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Yêu Bµ Ph¯i SÑc	27	2004	1
50232002	5	2	32	2	Charm7_10	1	TØ Vi Tinh Quang-Yêu (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên m£t, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF33	Yêu Bµ Ph¯i SÑc	28	2004	1
50232003	5	2	32	3	Charm8_10	1	Thuý Ng÷c Tinh Tr¥n-Yêu (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên m£t, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Yêu Bµ Ph¯i SÑc	29	2004	1
50232004	5	2	32	4	Charm8_2	1	Tranh Änh Nhß Mµng-Yêu (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên m£t, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Yêu Bµ Ph¯i SÑc	30	2004	1
50232005	5	2	32	5	Charm7_14	1	Hoa LÕc H°ng Tr¥n-Yêu (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên m£t, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Yêu Bµ Ph¯i SÑc	31	2004	1
50232006	5	2	32	6	TaskTools16_5	1	µûÓ°ÐÄ»ª¡¤Ñü(2¼¶)	#cffff00¡¾ÉÝ³ÞÆ·¡¿#r#WÓÃÓÚµã×ºÊ±×°Ñü²¿µÄÅäÊÎ£¬ÈÃÄãµÄÊ±×°¸ü¼ÓµÄìÅÀö¡£#rÔÚ#GÂåÑô£¨345£¬270£©#RÒÁÌì²Ê#W´¦¿ÉÒÔµã×ºµ½ÒÑ¾­²Ã¼ôµÄÊ±×°ÉÏ¡£Ê¹ÓÃºó²»¿ÉÔÙµã×ºÍ¬ÀàÅäÊÎ¡£	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF55	Ñü²¿ÅäÊÎ	38	2004	1
50233001	5	2	33	1	Charm8_6	1	Bång Lam Lßu Vân-Cß¾c (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên chân, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Cß¾c Bµ Ph¯i SÑc	32	2004	1
50233002	5	2	33	2	Charm7_10	1	TØ Vi Tinh Quang-Cß¾c (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên chân, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Cß¾c Bµ Ph¯i SÑc	33	2004	1
50233003	5	2	33	3	Charm8_10	1	Thuý Ng÷c Tinh Tr¥n-Cß¾c (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên chân, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Cß¾c Bµ Ph¯i SÑc	34	2004	1
50233004	5	2	33	4	Charm8_2	1	Tranh Änh Nhß Mµng-Cß¾c (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên chân, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Cß¾c Bµ Ph¯i SÑc	35	2004	1
50233005	5	2	33	5	Charm7_14	1	Hoa LÕc H°ng Tr¥n-Cß¾c (C¤p 2)	"#cffff00[Xa Xï Ph¦m]#r#Wph¯i sÑc trang trí cho th¶i trang trên chân, khiªn th¶i trang cüa các hÕ thêm tráng l®. #rÐªn #G LÕc Dß½ng(345, 270)#RY Thiên Thái#Wð¬ g¡n lên th¶i trang ðã ðßþc c¡t. Sau khi dùng không th¬ g¡n ph¯i sÑc cùng loÕi."	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF44	Cß¾c Bµ Ph¯i SÑc	36	2004	1
50233006	5	2	33	6	TaskTools16_5	1	µûÓ°ÐÄ»ª¡¤½Å(2¼¶)	#cffff00¡¾ÉÝ³ÞÆ·¡¿#r#WÓÃÓÚµã×ºÊ±×°½Å²¿µÄÅäÊÎ£¬ÈÃÄãµÄÊ±×°¸ü¼ÓµÄìÅÀö¡£#rÔÚ#GÂåÑô£¨345£¬270£©#RÒÁÌì²Ê#W´¦¿ÉÒÔµã×ºµ½ÒÑ¾­²Ã¼ôµÄÊ±×°ÉÏ¡£Ê¹ÓÃºó²»¿ÉÔÙµã×ºÍ¬ÀàÅäÊÎ¡£	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF55	½Å²¿ÅäÊÎ	39	2004	1
50301001	5	3	1	1	Gem3_2_4	1	Miêu Nhãn ThÕch (c¤p 3)	"Bäo thÕch nhìn gi¯ng m¡t mèo, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GBäo ThÕch hy v÷ng"	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	364	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch Hy V÷ng	1	2004	1
50301002	5	3	1	2	Gem3_1_1	1	H± Nhãn ThÕch (c¤p 3)	"Bäo thÕch nhìn gi¯ng m£t h±, có th¬ khäm lên trang b¸ có tính t¤n công (Vû khí, Hµ Uy¬n, Gi¾i chï, Hµ phù, HÕng liên, Ám Khí, Võ H°n, Long Vån), sau khi sØ døng có th¬ khäm bäo thÕch cùng loÕi l¥n næa.#r#GBäo ThÕch hy v÷ng"	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	364	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch Hy V÷ng	2	2004	1
50301003	5	3	1	3	LiJinGem3_2_4	1	Miêu Nhãn ThÕch-Thông Bäo (C¤p 3)	"Bäo thÕch nhß m¡t mèo, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch Hy V÷ng#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	50000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	364	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch Hy V÷ng	1	2004	1
50301004	5	3	1	4	LiJinGem3_1_1	1	H± Nhãn ThÕch-Thông Bäo (C¤p 3)	"Bäo thÕch nhß m¡t h±, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch Hy V÷ng#r#GBäo thÕch này hi®n không th¬ tiªn hành thao tác hþp thành"	50000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	364	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch Hy V÷ng	2	2004	1
50302001	5	3	2	1	Gem3_1_3	1	Hoàng Tinh ThÕch (c¤p 3)	"Tinh ThÕch màu vàng, có th¬ khäm nÕm vào trang b¸ mang tính t¤n công(vû khí, Hµ Uy¬n, Nhçn, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n, Long Vån) sau khi dùng không th¬ khäm nÕm Bäo ThÕch cùng loÕi. #r#GBäo ThÕch Trí Tu®#W#rcó th¬ ðªn #G LÕc Dß½ng(280, 322)#RCông Tßþng bäo thÕch Bành Hoài Ng÷c#Who£c#GLâu Lan(279, 198)#RCông Tßþng bäo thÕch Kh¡c Lý Mµc#WsØ døng#GBäo ThÕch Ðiêu Kh¡c Phù c¤p 3#Wtång thuµc tính Bäo ThÕch.#r#cff9900bäo thÕch này chï có th¬ ðiêu kh¡c 1 l¥n#r#WsØ døng 3 viên bäo thÕch ðã ðiêu kh¡c, và 1 viên#GBäo ThÕch Dung Luy®n Phù#W, có th¬ dung luy®n 1 viên Bäo ThÕch Th¡ng Lþi cùng c¤p."	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch Trí Tu®	3	2004	1
